"Dist Code","Year","State Code","State Name","Dist Name","JANUARY RAINFALL (Millimeters)","FEBRUARY RAINFALL (Millimeters)","MARCH RAINFALL (Millimeters)","APRIL RAINFALL (Millimeters)","MAY RAINFALL (Millimeters)","JUNE RAINFALL (Millimeters)","JULY RAINFALL (Millimeters)","AUGUST RAINFALL (Millimeters)","SEPTEMBER RAINFALL (Millimeters)","OCTOBER RAINFALL (Millimeters)","NOVEMBER RAINFALL (Millimeters)","DECEMBER RAINFALL (Millimeters)","ANNUAL RAINFALL (Millimeters)"
"84","1990","11","Tamil Nadu","South Arcot / Cuddalore","79.4","16.8","30.9","3.6","76.3","30.7","49.6","157.5","141.4","223.1","122.7","57.4","989.4"
"84","1991","11","Tamil Nadu","South Arcot / Cuddalore","10.1","6.0","0.0","8.4","2.8","73.7","17.6","111.8","112.8","277.1","414.2","20.2","1054.7"
"84","1992","11","Tamil Nadu","South Arcot / Cuddalore","0.9","0.0","0.0","4.0","11.2","37.3","70.8","44.6","179.0","148.3","362.3","120.2","978.6"
"84","1993","11","Tamil Nadu","South Arcot / Cuddalore","0.0","8.5","0.8","0.0","8.8","90.0","66.6","133.8","137.3","219.4","380.0","311.8","1357.0"
"84","1994","11","Tamil Nadu","South Arcot / Cuddalore","1.1","39.1","0.0","0.4","31.0","21.5","56.4","113.5","52.7","148.3","284.6","72.1","820.7"
"84","1995","11","Tamil Nadu","South Arcot / Cuddalore","21.5","1.7","10.9","1.6","163.4","51.8","99.3","123.5","188.4","141.3","135.6","8.6","947.6"
"84","1996","11","Tamil Nadu","South Arcot / Cuddalore","0.3","0.0","0.0","44.5","32.4","225.2","37.9","139.1","180.0","176.0","237.1","762.6","1835.1"
"84","1997","11","Tamil Nadu","South Arcot / Cuddalore","13.0","17.1","11.2","38.6","55.9","37.0","47.0","96.0","155.9","196.6","514.2","355.3","1537.8"
"84","1998","11","Tamil Nadu","South Arcot / Cuddalore","1.3","0.3","0.0","0.0","57.7","4.2","35.3","91.5","96.8","178.4","379.0","416.2","1260.7"
"84","1999","11","Tamil Nadu","South Arcot / Cuddalore","1.5","4.8","0.0","50.3","56.9","20.6","83.6","49.5","77.2","284.4","451.5","115.0","1195.3"
"84","2000","11","Tamil Nadu","South Arcot / Cuddalore","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8"
"84","2001","11","Tamil Nadu","South Arcot / Cuddalore","2.7","0.0","0.0","21.5","37.3","25.7","95.2","82.5","85.1","207.4","146.1","141.6","845.1"
"84","2002","11","Tamil Nadu","South Arcot / Cuddalore","26.1","174.2","0.0","0.0","25.0","46.2","61.6","19.8","73.2","236.5","226.9","106.7","996.2"
"84","2003","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.2","21.5","70.8","30.4","84.3","224.8","94.5","304.4","446.7","28.1","1305.7"
"84","2004","11","Tamil Nadu","South Arcot / Cuddalore","21.6","0.0","7.5","0.4","250.1","81.4","27.6","75.1","253.8","503.1","389.1","16.3","1626.0"
"84","2005","11","Tamil Nadu","South Arcot / Cuddalore","1.5","7.9","1.6","129.3","75.2","2.2","41.0","79.6","217.5","260.4","824.3","261.4","1901.9"
"84","2006","11","Tamil Nadu","South Arcot / Cuddalore","29.7","0.0","9.7","6.6","50.4","54.6","38.0","51.9","102.0","471.5","407.1","128.7","1350.2"
"84","2007","11","Tamil Nadu","South Arcot / Cuddalore","0.0","11.5","0.0","17.8","24.9","17.8","104.1","143.3","65.3","422.0","87.9","327.8","1222.4"
"84","2008","11","Tamil Nadu","South Arcot / Cuddalore","73.3","28.0","272.5","3.9","41.8","50.4","59.0","92.7","78.7","257.4","728.0","151.1","1836.8"
"84","2009","11","Tamil Nadu","South Arcot / Cuddalore","20.2","0.0","69.1","36.6","21.3","39.0","61.4","125.4","105.9","54.3","372.5","163.1","1068.8"
"84","2010","11","Tamil Nadu","South Arcot / Cuddalore","2.3","0.0","0.0","0.6","137.5","68.5","36.3","149.9","108.2","145.4","553.3","345.0","1547.0"
"84","2011","11","Tamil Nadu","South Arcot / Cuddalore","45.2","24.8","0.0","105.2","15.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"84","2012","11","Tamil Nadu","South Arcot / Cuddalore","5.6","0.0","5.1","14.8","24.0","2.4","55.4","78.6","109.1","479.6","94.3","13.9","882.8"
"84","2013","11","Tamil Nadu","South Arcot / Cuddalore","0.1","21.2","28.8","0.1","30.5","51.7","38.1","239.2","125.4","114.8","236.7","91.1","977.7"
"84","2014","11","Tamil Nadu","South Arcot / Cuddalore","1.9","13.7","0.0","0.0","174.1","52.4","41.6","169.2","69.5","309.7","238.0","147.8","1217.9"
"84","2015","11","Tamil Nadu","South Arcot / Cuddalore","14.7","0.0","0.4","64.1","95.7","72.2","83.3","88.1","46.7","99.1","726.4","415.0","1705.7"
"85","1966","11","Tamil Nadu","North Arcot / Vellore","23.8","0.0","0.0","6.5","63.3","67.3","78.7","149.0","152.0","248.2","426.4","60.3","1275.5"
"85","1967","11","Tamil Nadu","North Arcot / Vellore","35.0","0.0","52.4","4.4","94.8","64.4","112.5","126.6","126.7","97.7","89.3","241.5","1045.2"
"85","1968","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","2.4","73.2","21.7","58.1","47.3","46.0","176.9","67.7","50.3","57.8","601.3"
"85","1969","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0","1.2","107.9","58.2","104.7","196.6","35.0","397.0","197.4","52.0","1150.0"
"85","1970","11","Tamil Nadu","North Arcot / Vellore","0.0","3.3","0.6","12.6","72.9","90.2","240.5","147.4","171.3","183.0","132.9","1.0","1055.8"
"85","1971","11","Tamil Nadu","North Arcot / Vellore","3.3","7.1","16.5","48.6","101.9","19.9","190.0","121.9","80.2","226.8","65.3","75.4","956.8"
"85","1972","11","Tamil Nadu","North Arcot / Vellore","5.0","0.0","0.0","2.3","127.7","110.6","24.6","33.1","115.9","218.3","97.9","272.1","1007.4"
"85","1973","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0","4.7","69.7","42.4","121.5","149.0","210.1","158.0","48.2","61.1","864.7"
"85","1974","11","Tamil Nadu","North Arcot / Vellore","0.0","0.4","2.3","2.7","74.2","71.2","161.7","66.0","222.6","194.8","43.1","6.2","845.1"
"85","1975","11","Tamil Nadu","North Arcot / Vellore","5.6","0.0","14.8","1.1","86.3","53.0","166.2","134.9","185.3","215.3","155.2","3.2","1020.8"
"85","1976","11","Tamil Nadu","North Arcot / Vellore","4.7","0.0","0.0","12.7","29.6","60.0","150.5","334.6","60.4","211.8","269.9","21.7","1155.9"
"85","1977","11","Tamil Nadu","North Arcot / Vellore","0.9","5.6","1.2","16.4","59.9","99.5","96.1","271.5","91.0","212.2","366.4","0.9","1221.6"
"85","1978","11","Tamil Nadu","North Arcot / Vellore","0.2","16.3","0.0","50.5","41.3","23.5","85.6","48.1","282.9","115.6","130.4","182.4","976.9"
"85","1979","11","Tamil Nadu","North Arcot / Vellore","0.4","23.0","0.5","4.3","33.2","48.8","113.1","55.4","188.4","85.6","388.2","13.9","954.8"
"85","1980","11","Tamil Nadu","North Arcot / Vellore","1.2","0.0","0.0","1.1","43.9","16.9","67.5","142.9","37.7","54.3","107.3","48.2","521.0"
"85","1981","11","Tamil Nadu","North Arcot / Vellore","5.9","0.0","40.5","15.4","66.8","60.9","153.0","180.8","163.7","248.5","43.8","56.9","1036.5"
"85","1982","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","3.2","9.9","58.6","73.0","49.5","47.8","131.7","78.3","179.3","0.5","631.7"
"85","1983","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","8.0","8.5","66.6","90.2","105.6","225.7","278.4","94.8","33.2","170.1","1081.1"
"85","1984","11","Tamil Nadu","North Arcot / Vellore","7.8","118.6","57.5","23.7","22.6","11.1","267.2","15.0","163.2","156.3","101.5","65.0","1009.5"
"85","1985","11","Tamil Nadu","North Arcot / Vellore","30.3","0.0","3.7","15.6","23.6","100.1","149.0","164.2","154.0","116.1","265.7","27.6","1050.0"
"85","1986","11","Tamil Nadu","North Arcot / Vellore","72.9","24.7","0.0","14.1","55.6","43.9","58.4","81.8","196.6","80.7","86.1","11.1","725.9"
"85","1987","11","Tamil Nadu","North Arcot / Vellore","2.8","0.0","26.2","6.9","27.8","78.8","42.1","127.9","108.5","156.6","102.0","172.2","851.8"
"85","1988","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","10.6","97.2","65.2","12.5","130.5","241.6","202.7","73.1","57.7","77.9","968.8"
"85","1989","11","Tamil Nadu","North Arcot / Vellore","0.1","0.0","10.8","3.2","36.5","72.1","230.3","14.5","154.5","72.9","111.3","37.8","744.0"
"85","1990","11","Tamil Nadu","North Arcot / Vellore","36.3","12.3","33.1","14.0","123.9","31.9","41.4","91.9","213.4","134.5","144.4","18.0","895.1"
"85","1991","11","Tamil Nadu","North Arcot / Vellore","1.9","0.0","0.5","19.0","10.6","168.2","32.9","148.1","149.0","298.7","309.5","1.4","1139.8"
"85","1992","11","Tamil Nadu","North Arcot / Vellore","12.0","0.0","0.0","7.2","30.2","45.4","76.5","86.7","119.2","193.6","218.4","19.2","808.4"
"85","1993","11","Tamil Nadu","North Arcot / Vellore","0.0","3.7","2.7","2.6","50.2","81.3","89.3","101.9","255.7","146.6","276.5","138.4","1148.9"
"85","1994","11","Tamil Nadu","North Arcot / Vellore","2.8","1.8","0.0","9.6","78.8","48.0","114.6","145.5","102.4","175.7","179.0","9.6","867.8"
"85","1995","11","Tamil Nadu","North Arcot / Vellore","35.6","2.0","12.9","0.6","268.9","123.2","143.9","308.8","139.9","118.9","46.4","0.2","1201.3"
"85","1996","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","1.2","56.9","29.9","247.0","80.0","194.7","285.0","190.6","112.1","348.9","1546.3"
"85","1997","11","Tamil Nadu","North Arcot / Vellore","11.4","5.2","14.2","50.6","43.9","80.5","59.6","88.1","226.1","141.9","198.6","94.2","1014.3"
"85","1998","11","Tamil Nadu","North Arcot / Vellore","0.0","0.3","0.0","22.7","32.2","25.0","108.9","168.8","206.4","158.9","199.9","77.8","1000.9"
"85","1999","11","Tamil Nadu","North Arcot / Vellore","0.8","0.7","0.0","13.2","52.0","39.2","26.6","64.9","63.3","120.6","112.1","62.5","555.9"
"85","2000","11","Tamil Nadu","North Arcot / Vellore","0.0","30.9","0.0","17.8","44.3","39.3","56.4","138.1","181.5","146.7","60.0","31.6","746.6"
"85","2001","11","Tamil Nadu","North Arcot / Vellore","3.7","0.0","2.1","60.2","44.5","20.6","124.5","40.5","184.3","168.6","32.4","42.4","723.8"
"85","2002","11","Tamil Nadu","North Arcot / Vellore","2.0","0.1","8.0","7.2","61.2","91.3","29.1","50.8","83.0","160.7","48.2","42.5","584.1"
"85","2003","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","31.2","15.0","18.8","69.8","261.8","151.8","99.5","199.7","28.4","14.3","890.3"
"85","2004","11","Tamil Nadu","North Arcot / Vellore","1.7","0.0","0.8","22.5","259.6","40.7","118.7","15.1","204.8","136.6","103.1","0.7","904.3"
"85","2005","11","Tamil Nadu","North Arcot / Vellore","0.0","15.0","12.3","88.6","80.5","72.8","89.1","108.4","168.9","3533.0","191.3","148.1","4508.0"
"85","2006","11","Tamil Nadu","North Arcot / Vellore","32.0","0.0","34.8","26.1","55.3","121.2","34.4","75.5","196.6","162.0","109.6","37.1","884.6"
"85","2007","11","Tamil Nadu","North Arcot / Vellore","0.0","1.0","0.0","59.9","64.4","85.5","186.0","183.8","124.2","159.1","65.3","216.7","1145.9"
"85","2008","11","Tamil Nadu","North Arcot / Vellore","11.4","2.9","66.9","10.6","83.3","44.5","70.6","87.0","110.2","115.7","247.7","7.1","857.9"
"85","2009","11","Tamil Nadu","North Arcot / Vellore","2.4","0.0","1.2","10.8","71.1","44.4","65.0","121.1","121.6","73.0","437.5","148.7","1096.8"
"85","2010","11","Tamil Nadu","North Arcot / Vellore","11.4","0.0","0.0","0.0","74.2","116.8","123.3","99.7","117.0","88.9","234.0","87.8","953.1"
"85","2011","11","Tamil Nadu","North Arcot / Vellore","0.0","34.4","0.0","66.4","43.6","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"85","2012","11","Tamil Nadu","North Arcot / Vellore","3.4","0.0","0.6","10.0","44.0","49.4","130.1","120.6","74.0","195.5","124.1","58.2","809.9"
"85","2013","11","Tamil Nadu","North Arcot / Vellore","0.0","20.9","25.0","16.6","70.4","82.0","54.0","127.3","191.8","145.0","55.8","3.8","792.6"
"85","2014","11","Tamil Nadu","North Arcot / Vellore","0.1","4.7","5.6","0.5","91.3","94.3","69.3","94.0","142.4","108.1","51.8","23.6","685.7"
"85","2015","11","Tamil Nadu","North Arcot / Vellore","1.3","0.3","10.5","92.5","62.7","103.2","56.6","153.3","131.5","140.2","524.1","83.0","1359.2"
"86","1966","11","Tamil Nadu","Salem","0.5","0.0","2.1","54.0","79.0","60.3","111.9","151.9","248.3","316.3","200.9","73.0","1298.2"
"86","1967","11","Tamil Nadu","Salem","66.1","0.0","60.4","3.6","44.7","77.2","88.9","67.4","84.4","130.1","144.5","132.6","899.8"
"86","1968","11","Tamil Nadu","Salem","0.3","0.0","17.1","52.0","101.4","36.2","39.2","102.8","176.5","149.7","50.4","43.0","768.7"
"86","1969","11","Tamil Nadu","Salem","0.0","0.0","2.2","21.1","114.1","17.8","34.0","140.9","40.0","250.7","181.5","100.1","902.3"
"86","1970","11","Tamil Nadu","Salem","6.0","27.3","1.6","78.3","135.4","61.7","97.6","122.6","114.4","279.4","69.8","0.5","994.6"
"86","1971","11","Tamil Nadu","Salem","24.8","2.3","20.9","36.0","123.3","43.8","114.1","147.5","159.1","163.9","47.7","103.9","987.3"
"86","1972","11","Tamil Nadu","Salem","0.0","0.0","0.0","37.4","177.5","99.7","51.0","62.9","202.1","293.9","46.8","308.6","1279.8"
"86","1973","11","Tamil Nadu","Salem","0.0","0.0","3.2","17.3","71.2","40.4","62.3","104.9","162.9","116.5","41.5","34.9","655.1"
"86","1974","11","Tamil Nadu","Salem","0.0","0.0","1.6","30.9","97.5","39.4","79.7","55.6","251.6","129.5","6.1","0.0","692.0"
"86","1975","11","Tamil Nadu","Salem","0.9","0.0","22.9","14.6","168.8","42.5","121.5","147.6","192.9","236.8","26.4","6.5","981.5"
"86","1976","11","Tamil Nadu","Salem","0.6","0.0","0.5","81.8","47.6","54.4","48.6","116.8","72.4","100.0","125.6","24.0","672.3"
"86","1977","11","Tamil Nadu","Salem","0.0","4.2","6.8","49.5","132.4","43.3","55.6","149.8","143.0","268.4","283.1","5.4","1141.5"
"86","1978","11","Tamil Nadu","Salem","0.0","3.0","21.2","52.1","66.7","57.4","117.7","73.1","162.2","141.3","268.7","79.4","1042.9"
"86","1979","11","Tamil Nadu","Salem","0.0","65.8","22.5","33.3","51.1","91.0","57.8","92.5","201.9","87.2","318.2","18.9","1040.2"
"86","1980","11","Tamil Nadu","Salem","0.0","0.0","18.8","23.4","130.0","24.2","90.7","41.7","83.0","138.7","162.8","7.6","721.0"
"86","1981","11","Tamil Nadu","Salem","1.5","0.0","21.9","40.1","157.7","25.0","139.9","101.4","266.6","301.0","55.0","33.5","1143.6"
"86","1982","11","Tamil Nadu","Salem","0.3","0.0","21.8","29.2","57.5","105.6","56.4","30.3","137.6","131.5","143.7","4.5","718.3"
"86","1983","11","Tamil Nadu","Salem","0.0","1.2","1.1","4.9","173.0","74.5","92.8","164.9","251.9","139.6","35.7","167.7","1107.2"
"86","1984","11","Tamil Nadu","Salem","5.9","77.0","76.3","44.0","50.0","28.2","165.2","32.7","175.8","143.4","38.9","37.0","874.5"
"86","1985","11","Tamil Nadu","Salem","33.5","0.0","18.8","65.5","40.7","118.3","88.5","135.2","242.5","71.9","73.7","29.2","917.8"
"86","1986","11","Tamil Nadu","Salem","39.1","15.8","5.5","36.0","128.2","50.6","52.4","83.6","190.1","182.2","134.5","7.9","925.9"
"86","1987","11","Tamil Nadu","Salem","4.4","0.0","57.6","53.5","47.4","121.4","45.8","112.1","199.1","278.0","76.7","65.5","1061.6"
"86","1988","11","Tamil Nadu","Salem","0.0","3.4","32.2","118.8","157.4","52.5","124.0","154.8","158.9","48.2","13.4","10.2","873.8"
"86","1989","11","Tamil Nadu","Salem","0.0","0.0","20.0","105.5","104.3","50.5","189.5","34.0","209.8","136.5","71.5","7.4","929.1"
"86","1990","11","Tamil Nadu","Salem","13.7","23.5","17.9","39.9","58.7","13.1","43.3","101.5","108.8","71.5","66.3","12.7","570.9"
"86","1991","11","Tamil Nadu","Salem","9.6","5.6","0.5","86.1","31.5","119.6","32.2","94.6","129.5","225.6","229.5","3.0","967.3"
"86","1992","11","Tamil Nadu","Salem","0.0","0.0","0.0","4.2","66.4","56.8","64.3","78.8","215.1","105.1","193.2","8.6","792.5"
"86","1993","11","Tamil Nadu","Salem","0.0","1.9","11.4","5.9","60.1","103.3","72.6","119.1","112.9","236.9","162.6","81.1","967.8"
"86","1994","11","Tamil Nadu","Salem","1.8","4.9","6.4","38.2","125.2","11.7","76.8","40.4","116.9","216.7","146.3","9.0","794.3"
"86","1995","11","Tamil Nadu","Salem","0.9","0.0","11.2","65.0","119.8","71.3","94.8","154.6","95.6","124.2","96.8","0.0","834.2"
"86","1996","11","Tamil Nadu","Salem","0.0","0.0","0.0","101.3","60.3","93.6","47.3","154.6","177.5","143.0","37.2","149.0","963.8"
"86","1997","11","Tamil Nadu","Salem","1.7","8.9","20.1","52.4","55.7","31.8","63.4","76.8","179.0","211.9","233.8","83.7","1019.2"
"86","1998","11","Tamil Nadu","Salem","0.7","0.0","0.1","12.2","80.0","38.4","115.8","239.1","106.3","195.6","147.1","148.0","1083.3"
"86","1999","11","Tamil Nadu","Salem","0.0","0.0","0.0","67.1","136.5","59.9","69.0","112.5","154.5","241.5","187.9","41.1","1070.0"
"86","2000","11","Tamil Nadu","Salem","0.7","13.0","0.3","34.7","105.3","22.5","22.9","152.6","275.0","126.4","121.6","58.3","933.3"
"86","2001","11","Tamil Nadu","Salem","1.3","0.0","3.4","104.7","43.3","14.5","122.2","80.2","180.0","117.7","58.5","22.7","748.5"
"86","2002","11","Tamil Nadu","Salem","0.4","3.4","8.4","10.4","79.6","35.0","26.9","70.7","77.4","129.0","88.3","6.3","535.8"
"86","2003","11","Tamil Nadu","Salem","0.0","1.7","45.5","46.8","90.4","72.1","88.7","209.3","61.1","260.9","82.4","17.6","976.5"
"86","2004","11","Tamil Nadu","Salem","0.0","0.0","0.3","46.0","344.4","47.4","107.4","38.3","141.6","196.1","82.4","0.0","1003.9"
"86","2005","11","Tamil Nadu","Salem","0.0","2.2","16.3","125.1","57.2","36.5","82.1","154.6","134.9","282.0","260.6","64.5","1216.0"
"86","2006","11","Tamil Nadu","Salem","43.0","0.0","37.0","30.3","86.2","46.5","30.0","102.1","192.7","191.5","142.3","13.6","915.2"
"86","2007","11","Tamil Nadu","Salem","0.1","0.5","0.0","59.8","28.8","30.3","114.1","205.3","138.3","171.9","46.6","157.1","952.8"
"86","2008","11","Tamil Nadu","Salem","4.6","10.4","99.4","35.5","132.2","53.1","95.8","244.9","72.5","148.8","197.0","13.2","1107.4"
"86","2009","11","Tamil Nadu","Salem","2.3","0.0","16.9","42.4","130.4","12.3","46.7","92.0","241.0","55.9","287.3","93.2","1020.4"
"86","2010","11","Tamil Nadu","Salem","5.1","0.0","0.0","0.0","124.2","124.5","111.9","202.8","106.6","165.0","328.7","70.5","1239.3"
"86","2011","11","Tamil Nadu","Salem","2.4","6.3","20.5","144.1","46.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"86","2012","11","Tamil Nadu","Salem","0.0","0.0","0.0","36.1","79.2","52.4","99.4","144.6","144.6","198.3","62.0","14.9","831.5"
"86","2013","11","Tamil Nadu","Salem","0.0","13.0","1.2","38.1","30.8","84.8","45.2","141.2","221.0","123.4","89.6","42.6","830.9"
"86","2014","11","Tamil Nadu","Salem","0.0","1.1","6.8","5.1","142.2","80.1","22.2","122.7","144.8","253.3","53.9","25.5","857.7"
"86","2015","11","Tamil Nadu","Salem","17.5","4.5","30.0","143.3","103.7","80.3","31.9","104.0","132.1","152.2","276.5","59.3","1135.3"
"87","1966","11","Tamil Nadu","Coimbatore","13.6","0.5","13.4","24.4","33.3","98.2","219.4","74.7","164.4","272.5","159.2","71.6","1145.1"
"87","1967","11","Tamil Nadu","Coimbatore","21.7","0.0","17.8","59.6","57.1","128.7","204.2","122.8","31.1","99.3","91.2","38.5","872.0"
"87","1968","11","Tamil Nadu","Coimbatore","0.9","8.6","39.8","68.8","72.4","144.6","401.8","143.9","162.3","64.1","84.5","44.7","1236.4"
"87","1969","11","Tamil Nadu","Coimbatore","1.8","1.2","14.4","26.4","58.2","98.7","275.1","215.3","72.5","175.5","94.8","73.4","1107.2"
"87","1970","11","Tamil Nadu","Coimbatore","8.0","10.2","5.6","63.1","102.4","124.9","140.4","127.6","84.7","193.5","115.6","10.3","986.2"
"87","1971","11","Tamil Nadu","Coimbatore","23.7","1.1","20.0","42.4","40.7","305.5","154.0","189.8","232.9","250.4","49.6","162.0","1472.2"
"87","1972","11","Tamil Nadu","Coimbatore","0.1","0.0","0.0","26.9","193.0","81.6","227.5","46.8","145.9","148.2","93.3","115.3","1078.4"
"87","1973","11","Tamil Nadu","Coimbatore","0.0","0.0","3.0","45.7","47.4","241.4","257.5","185.2","68.9","164.2","43.2","98.6","1155.2"
"87","1974","11","Tamil Nadu","Coimbatore","0.0","0.0","0.9","32.0","53.3","73.0","312.4","212.5","176.7","57.4","58.8","13.7","990.8"
"87","1975","11","Tamil Nadu","Coimbatore","0.1","8.1","53.0","32.9","86.5","271.9","166.6","336.9","216.0","101.8","61.3","11.9","1347.0"
"87","1976","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0","87.8","32.3","46.4","116.4","106.3","111.3","139.4","234.4","11.5","885.8"
"87","1977","11","Tamil Nadu","Coimbatore","0.0","9.6","18.0","92.6","139.2","101.0","218.1","95.6","177.8","343.8","231.3","3.6","1430.5"
"87","1978","11","Tamil Nadu","Coimbatore","0.0","7.6","14.4","38.1","99.7","172.5","259.6","279.5","90.4","149.1","214.3","84.2","1409.5"
"87","1979","11","Tamil Nadu","Coimbatore","0.0","101.9","12.8","46.1","80.1","257.1","330.6","320.3","181.0","168.2","499.2","10.8","2008.4"
"87","1980","11","Tamil Nadu","Coimbatore","0.0","0.0","64.5","77.1","166.5","272.9","324.1","200.6","131.4","169.5","178.0","13.7","1598.6"
"87","1981","11","Tamil Nadu","Coimbatore","2.0","1.7","69.2","40.5","104.4","413.6","245.3","206.9","283.6","196.5","58.8","36.4","1658.9"
"87","1982","11","Tamil Nadu","Coimbatore","0.0","0.0","13.3","38.9","86.5","155.6","203.8","149.3","73.6","139.1","155.2","14.6","1030.1"
"87","1983","11","Tamil Nadu","Coimbatore","0.0","0.8","9.2","9.9","121.9","213.1","257.2","247.9","123.6","130.8","118.8","100.6","1333.8"
"87","1984","11","Tamil Nadu","Coimbatore","16.3","45.3","109.7","37.0","38.2","316.3","303.4","149.0","132.5","240.4","61.6","55.3","1505.1"
"87","1985","11","Tamil Nadu","Coimbatore","62.5","2.1","2.9","59.8","66.0","426.9","215.4","200.3","142.1","89.1","130.2","40.8","1438.0"
"87","1986","11","Tamil Nadu","Coimbatore","21.8","38.7","15.3","21.8","62.9","158.7","102.6","167.8","95.2","143.1","85.7","9.7","923.3"
"87","1987","11","Tamil Nadu","Coimbatore","2.6","0.4","24.7","20.7","88.8","139.2","90.8","154.4","102.4","183.0","95.4","187.0","1089.6"
"87","1988","11","Tamil Nadu","Coimbatore","0.0","8.0","27.5","146.5","101.0","131.3","296.6","213.6","191.9","78.0","44.6","8.0","1247.0"
"87","1989","11","Tamil Nadu","Coimbatore","0.7","0.1","48.2","63.8","80.3","154.7","290.9","121.9","155.8","154.4","103.6","9.8","1184.2"
"87","1990","11","Tamil Nadu","Coimbatore","56.7","0.0","34.5","53.7","78.6","12.2","12.5","23.0","16.9","178.4","112.6","15.4","594.5"
"87","1991","11","Tamil Nadu","Coimbatore","20.8","0.0","11.1","50.0","54.5","56.0","54.1","27.3","37.3","87.4","61.1","7.0","466.6"
"87","1992","11","Tamil Nadu","Coimbatore","0.1","0.0","0.0","15.9","61.5","61.0","35.5","29.8","143.7","62.8","251.8","18.9","681.0"
"87","1993","11","Tamil Nadu","Coimbatore","0.0","10.6","12.0","7.5","68.7","20.6","27.0","28.6","26.4","168.2","278.8","41.9","690.3"
"87","1994","11","Tamil Nadu","Coimbatore","11.6","13.3","4.3","94.3","50.2","21.5","49.8","2.9","57.3","238.8","173.9","1.3","719.2"
"87","1995","11","Tamil Nadu","Coimbatore","0.7","0.2","3.9","43.3","74.1","12.4","28.3","34.8","19.6","72.0","99.5","0.0","388.8"
"87","1996","11","Tamil Nadu","Coimbatore","3.3","12.1","6.4","97.3","26.5","41.8","32.1","49.7","66.7","156.2","62.2","176.1","730.4"
"87","1997","11","Tamil Nadu","Coimbatore","10.0","9.8","30.0","29.5","52.4","29.1","48.4","24.4","62.0","234.3","302.8","73.0","905.7"
"87","1998","11","Tamil Nadu","Coimbatore","0.0","0.0","0.4","22.8","29.4","24.1","61.1","68.3","47.8","40.0","226.4","147.7","668.0"
"87","1999","11","Tamil Nadu","Coimbatore","0.4","7.7","0.7","54.5","34.0","12.2","18.2","18.7","43.8","421.6","128.2","32.3","772.3"
"87","2000","11","Tamil Nadu","Coimbatore","2.4","54.0","2.1","54.0","29.1","30.4","32.6","128.4","166.9","36.3","101.1","47.8","685.1"
"87","2001","11","Tamil Nadu","Coimbatore","6.1","0.4","3.8","126.4","14.1","47.9","30.5","29.0","46.4","129.5","140.1","32.3","606.5"
"87","2002","11","Tamil Nadu","Coimbatore","1.5","2.3","20.0","14.6","25.0","22.1","20.0","36.0","35.2","188.5","59.0","23.8","448.0"
"87","2003","11","Tamil Nadu","Coimbatore","0.0","12.8","131.4","55.9","19.9","22.8","17.7","33.8","15.8","187.8","109.4","8.2","615.5"
"87","2004","11","Tamil Nadu","Coimbatore","16.4","0.3","3.7","57.9","140.4","27.2","42.8","34.8","128.5","153.5","106.3","0.4","712.2"
"87","2005","11","Tamil Nadu","Coimbatore","7.7","20.7","45.6","119.8","131.1","25.7","76.6","39.0","363.0","242.1","202.1","61.5","1334.9"
"87","2006","11","Tamil Nadu","Coimbatore","17.7","0.0","55.8","40.2","66.1","31.6","22.3","27.1","60.5","133.6","308.8","1.9","765.6"
"87","2007","11","Tamil Nadu","Coimbatore","5.2","5.9","0.0","56.9","71.5","36.8","39.1","77.1","51.3","197.6","51.0","129.4","721.8"
"87","2008","11","Tamil Nadu","Coimbatore","3.6","21.4","112.1","28.4","50.3","145.1","212.8","207.6","129.5","240.4","54.5","17.3","1223.0"
"87","2009","11","Tamil Nadu","Coimbatore","1.3","0.0","46.2","28.7","82.4","40.3","12.7","120.6","283.8","35.1","155.4","41.4","847.9"
"87","2010","11","Tamil Nadu","Coimbatore","1.8","0.0","1.9","58.9","168.6","34.1","40.0","55.3","58.6","168.7","234.2","34.1","856.2"
"87","2011","11","Tamil Nadu","Coimbatore","0.0","82.9","8.5","140.6","45.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"87","2012","11","Tamil Nadu","Coimbatore","1.8","0.8","0.1","68.9","47.0","41.8","48.3","44.1","28.2","229.6","42.5","6.4","559.5"
"87","2013","11","Tamil Nadu","Coimbatore","0.0","57.8","19.1","54.2","47.9","154.4","126.2","93.3","87.5","160.4","70.6","26.9","898.3"
